listid,faction,id,ship,points,upgradecount,uselesscount,uselesscost,upgrade00,upgrade01,upgrade02,upgrade03,upgrade04,upgrade05,upgrade06,upgrade07,upgrade08,upgrade09,agility,hull,shields,attack,initiative,useless00,useless01,useless02,useless03,yasb
aceagain#2,scumandvillainy,kadsolus,fangfighter,67,2,0,0,snapshot,iontorpedoes,,,,,,,,,3,4,0,3,4,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z97X125WY99X256W135Y398XWWWY113XWWWWWW&sn=Random%20Squad&obs=
aceagain#2,scumandvillainy,bossk-z95af4headhunter,z95af4headhunter,29,0,0,0,,,,,,,,,,,2,2,2,2,4,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z97X125WY99X256W135Y398XWWWY113XWWWWWW&sn=Random%20Squad&obs=
aceagain#2,scumandvillainy,dacebonearm,hwk290lightfreighter,33,0,0,0,,,,,,,,,,,2,3,2,2,4,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z97X125WY99X256W135Y398XWWWY113XWWWWWW&sn=Random%20Squad&obs=
Adam North Wales#1,resistance,logisticsdivisionpilot,resistancetransport,57,5,0,0,jammingbeam,novicetechnician,afterburners,targetingsynchronizer,plasmatorpedoes,,,,,,1,5,3,2,1,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z346X177W12W234WW53WW105Y250XWW231WWWWW109Y246XW101WWWWWW&sn=Random%20Squad&obs=
Adam North Wales#1,resistance,finchdallow,mg100starfortress,71,2,0,0,kaydelconnix,staticdischargevanes,,,,,,,,,1,9,3,3,4,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z346X177W12W234WW53WW105Y250XWW231WWWWW109Y246XW101WWWWWW&sn=Random%20Squad&obs=
Adam North Wales#1,resistance,chewbacca-scavengedyt1300,scavengedyt1300,67,1,0,0,ionmissiles,,,,,,,,,,1,8,3,3,4,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z346X177W12W234WW53WW105Y250XWW231WWWWW109Y246XW101WWWWWW&sn=Random%20Squad&obs=
Adam North Wales#2,galacticempire,lieutenantsai,lambdaclasst4ashuttle,54,2,0,0,autoblasters,st321,,,,,,,,,1,6,4,3,3,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z166XW232WWWW162Y182XWY173X72W111WWY187XWWWWW&sn=Random%20Squad&obs=
Adam North Wales#2,galacticempire,alphasquadronpilot,tieininterceptor,31,0,0,0,,,,,,,,,,,3,3,0,3,1,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z166XW232WWWW162Y182XWY173X72W111WWY187XWWWWW&sn=Random%20Squad&obs=
Adam North Wales#2,galacticempire,darthvader,tieadvancedx1,80,2,0,0,heightenedperception,advancedsensors,,,,,,,,,3,3,2,2,6,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z166XW232WWWW162Y182XWY173X72W111WWY187XWWWWW&sn=Random%20Squad&obs=
Adam North Wales#2,galacticempire,lieutenantkestal,tieagaggressor,31,0,0,0,,,,,,,,,,,2,4,1,2,4,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z166XW232WWWW162Y182XWY173X72W111WWY187XWWWWW&sn=Random%20Squad&obs=
AdamN#1,scumandvillainy,laetinashera,m3ainterceptor,36,1,0,0,iontorpedoes,,,,,,,,,,3,3,1,2,3,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z134XWW135Y85XW138WWWWW91WY95XWWY398XWWWY148XWWWW&sn=Random%20Squad&obs=
AdamN#1,scumandvillainy,kavil,btla4ywing,52,2,0,0,cloakingdevice,ioncannonturret,,,,,,,,,1,6,2,2,5,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z134XWW135Y85XW138WWWWW91WY95XWWY398XWWWY148XWWWW&sn=Random%20Squad&obs=
AdamN#1,scumandvillainy,l337-escapecraft,escapecraft,26,0,0,0,,,,,,,,,,,2,2,2,2,2,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z134XWW135Y85XW138WWWWW91WY95XWWY398XWWWY148XWWWW&sn=Random%20Squad&obs=
AdamN#1,scumandvillainy,bossk-z95af4headhunter,z95af4headhunter,29,0,0,0,,,,,,,,,,,2,2,2,2,4,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z134XWW135Y85XW138WWWWW91WY95XWWY398XWWWY148XWWWW&sn=Random%20Squad&obs=
AdamN#1,scumandvillainy,princexizor,starviperclassattackplatform,54,0,0,0,,,,,,,,,,,3,4,1,3,4,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z134XWW135Y85XW138WWWWW91WY95XWWY398XWWWY148XWWWW&sn=Random%20Squad&obs=
AdamN#2,galacticrepublic,sinker,arc170starfighter,75,3,0,0,clonecommandercody,shieldupgrade,protontorpedoes,,,,,,,,1,6,4,3,3,,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z280X136WW225WW165Y340X126W136WWWW110Y278XW2WW&sn=Random%20Squad&obs=
AdamN#2,galacticrepublic,squadsevenveteran,arc170starfighter,65,3,0,0,tacticalscrambler,outmaneuver,protontorpedoes,,,,,,,,1,6,3,3,3,,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z280X136WW225WW165Y340X126W136WWWW110Y278XW2WW&sn=Random%20Squad&obs=
AdamN#2,galacticrepublic,obiwankenobi,delta7aethersprite,57,1,0,0,r2astromech,,,,,,,,,,3,3,1,2,5,,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z280X136WW225WW165Y340X126W136WWWW110Y278XW2WW&sn=Random%20Squad&obs=
Adjudicator#1,rebelalliance,wardensquadronpilot,btls8kwing,52,2,0,0,clustermines,magpulsewarheads,,,,,,,,,1,6,3,2,2,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z20XW311WWWW316WWY50X126WWY74XWWWW136W164W313Y49XWW109WW&sn=Random%20Squad&obs=
Adjudicator#1,rebelalliance,jakefarrell,rz1awing,42,1,0,0,outmaneuver,,,,,,,,,,3,2,2,2,4,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z20XW311WWWW316WWY50X126WWY74XWWWW136W164W313Y49XWW109WW&sn=Random%20Squad&obs=
Adjudicator#1,rebelalliance,tennumb,asf01bwing,66,3,0,0,stabilizedsfoils,hullupgrade,protontorpedoes,,,,,,,,1,5,4,3,4,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z20XW311WWWW316WWY50X126WWY74XWWWW136W164W313Y49XWW109WW&sn=Random%20Squad&obs=
Adjudicator#1,rebelalliance,rebelscout,hwk290lightfreighter,36,1,0,0,staticdischargevanes,,,,,,,,,,2,3,2,2,2,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z20XW311WWWW316WWY50X126WWY74XWWWW136W164W313Y49XWW109WW&sn=Random%20Squad&obs=
Adjudicator#2,firstorder,recoil,tievnsilencer,72,2,0,0,snapshot,primedthrusters,,,,,,,,,3,4,2,3,4,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z284X256W178WWY381X319W318WWY382X117WWW&sn=Random%20Squad&obs=
Adjudicator#2,firstorder,majorvonreg,tiebainterceptor,68,2,0,0,proudtradition,deuteriumpowercells,,,,,,,,,3,2,2,3,6,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z284X256W178WWY381X319W318WWY382X117WWW&sn=Random%20Squad&obs=
Adjudicator#2,firstorder,holo,tiebainterceptor,56,1,0,0,daredevil,,,,,,,,,,3,2,2,3,5,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z284X256W178WWY381X319W318WWY382X117WWW&sn=Random%20Squad&obs=
Admiral Kuna#1,separatistalliance,darthmaul,sithinfiltrator,76,2,0,0,gnkgonkdroid,predictiveshot,,,,,,,,,1,6,4,3,5,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z272X203WWW32WWWWWY358XW131Y327XW311WWWY326XWW70WW237&sn=Random%20Squad&obs=
Admiral Kuna#1,separatistalliance,berwerkret,nantexclassstarfighter,52,1,0,0,squadleader,,,,,,,,,,3,4,0,3,5,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z272X203WWW32WWWWWY358XW131Y327XW311WWWY326XWW70WW237&sn=Random%20Squad&obs=
Admiral Kuna#1,separatistalliance,separatistbomber,hyenaclassdroidbomber,34,1,0,0,magpulsewarheads,,,,,,,,,,2,5,0,2,3,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z272X203WWW32WWWWWY358XW131Y327XW311WWWY326XWW70WW237&sn=Random%20Squad&obs=
Admiral Kuna#1,separatistalliance,dbs404,hyenaclassdroidbomber,37,2,0,0,landingstruts,proximitymines,,,,,,,,,2,5,0,2,4,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z272X203WWW32WWWWWY358XW131Y327XW311WWWY326XWW70WW237&sn=Random%20Squad&obs=
Admiral Kuna#2,galacticempire,countdown,tieskstriker,45,1,0,0,marksmanship,,,,,,,,,,2,4,0,3,4,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z209X125WWWY172X256W112W311Y396X127WWW27W53W82WWW147&sn=Random%20Squad&obs=
Admiral Kuna#2,galacticempire,baronoftheempire,tieadvancedv1,49,3,0,0,magpulsewarheads,collisiondetector,snapshot,,,,,,,,3,2,2,2,3,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z209X125WWWY172X256W112W311Y396X127WWW27W53W82WWW147&sn=Random%20Squad&obs=
Admiral Kuna#2,galacticempire,mornakee,vt49decimator,102,5,0,0,deathtroopers,novicetechnician,fifthbrother,predator,dauntless,,,,,,0,12,4,3,4,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z209X125WWWY172X256W112W311Y396X127WWW27W53W82WWW147&sn=Random%20Squad&obs=
Afishisborn#1,firstorder,sienarjaemusengineer,tievnsilencer,61,2,0,0,biohexacryptcodes,plasmatorpedoes,,,,,,,,,3,4,2,3,1,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z286X202W234WY381XWWW166Y386X178WW102&sn=Random%20Squad&obs=
Afishisborn#1,firstorder,majorvonreg,tiebainterceptor,65,1,0,0,stealthdevice,,,,,,,,,,3,2,2,3,6,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z286X202W234WY381XWWW166Y386X178WW102&sn=Random%20Squad&obs=
Afishisborn#1,firstorder,rush,tievnsilencer,70,2,0,0,protonrockets,primedthrusters,,,,,,,,,3,4,2,3,2,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z286X202W234WY381XWWW166Y386X178WW102&sn=Random%20Squad&obs=
Afishisborn#2,galacticempire,scarifbasepilot,tiereaper,56,2,0,0,emperorpalpatine,angleddeflectors,,,,,,,,,1,6,1,3,1,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z186X29WW247Y212X256W82WW105Y395XWWWY204XWWW97WWW67W&sn=Random%20Squad&obs=
Afishisborn#2,galacticempire,blacksquadronscout,tieskstriker,58,3,0,0,fifthbrother,afterburners,snapshot,,,,,,,,2,4,0,3,3,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z186X29WW247Y212X256W82WW105Y395XWWWY204XWWW97WWW67W&sn=Random%20Squad&obs=
Afishisborn#2,galacticempire,vagabond,tieskstriker,35,0,0,0,,,,,,,,,,,2,4,0,3,2,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z186X29WW247Y212X256W82WW105Y395XWWWY204XWWW97WWW67W&sn=Random%20Squad&obs=
Afishisborn#2,galacticempire,majorrhymer,tiesabomber,50,2,0,0,bombletgenerator,barragerockets,,,,,,,,,2,6,0,2,4,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z186X29WW247Y212X256W82WW105Y395XWWWY204XWWW97WWW67W&sn=Random%20Squad&obs=
AgentStack#1,rebelalliance,gavindarklighter,ewing,77,2,0,0,r3astromech,protontorpedoes,,,,,,,,,3,3,3,3,4,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z22XWW136W4WY1XWWW142Y14XWY65X118WWW138W&sn=Random%20Squad&obs=
AgentStack#1,rebelalliance,bluesquadronescort,t65xwing,40,1,0,0,servomotorsfoils,,,,,,,,,,2,4,2,3,2,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z22XWW136W4WY1XWWW142Y14XWY65X118WWW138W&sn=Random%20Squad&obs=
AgentStack#1,rebelalliance,ezrabridger-tielnfighter,tielnfighter,31,0,0,0,,,,,,,,,,,3,3,0,2,3,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z22XWW136W4WY1XWWW142Y14XWY65X118WWW138W&sn=Random%20Squad&obs=
AgentStack#1,rebelalliance,herasyndulla,attackshuttle,47,2,0,0,debrisgambit,ioncannonturret,,,,,,,,,2,3,1,3,5,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z22XWW136W4WY1XWWW142Y14XWY65X118WWW138W&sn=Random%20Squad&obs=
AgentStack#2,scumandvillainy,ig88b,aggressorassaultfighter,63,0,0,0,,,,,,,,,,,3,5,3,3,4,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z88XW234W86W1W235WWY82XWWWWWWWY143XWWWWY116XWWWWWWW&sn=Random%20Squad&obs=
AgentStack#2,scumandvillainy,jakkugunrunner,quadrijettransferspacetug,30,0,0,0,,,,,,,,,,,2,5,0,2,1,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z88XW234W86W1W235WWY82XWWWWWWWY143XWWWWY116XWWWWWWW&sn=Random%20Squad&obs=
AgentStack#2,scumandvillainy,teltrevura,jumpmaster5000,44,0,0,0,,,,,,,,,,,2,6,3,2,4,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z88XW234W86W1W235WWY82XWWWWWWWY143XWWWWY116XWWWWWWW&sn=Random%20Squad&obs=
Ajay2017#1,scumandvillainy,lattsrazzi,yv666lightfreighter,72,4,0,0,ioncannon,tobiasbeckett,homingmissiles,electronicbaffle,,,,,,,1,9,3,3,3,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z149XWW135W249WY154XW11W100W62WWWW106WY129XW135WW9W93W165&sn=Random%20Squad&obs=
Ajay2017#1,scumandvillainy,toranikulda,m12lkimogilafighter,60,4,0,0,r5tk,deadmansswitch,shieldupgrade,iontorpedoes,,,,,,,1,7,3,3,4,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z149XWW135W249WY154XW11W100W62WWWW106WY129XW135WW9W93W165&sn=Random%20Squad&obs=
Ajay2017#2,rebelalliance,ezrabridger,attackshuttle,51,3,0,0,afterburners,phantom,ioncannonturret,,,,,,,,2,3,1,3,3,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z73X119W112W11WW234W249W313Y67XWW105W138W167Y15XY26XWWW5WWW&sn=Random%20Squad&obs=
Ajay2017#2,rebelalliance,zeborrelios-tielnfighter,tielnfighter,24,0,0,0,,,,,,,,,,,3,3,0,2,2,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z73X119W112W11WW234W249W313Y67XWW105W138W167Y15XY26XWWW5WWW&sn=Random%20Squad&obs=
Ajay2017#2,rebelalliance,hortonsalm,btla4ywing,39,1,0,0,r4astromech,,,,,,,,,,1,6,2,2,4,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z73X119W112W11WW234W249W313Y67XWW105W138W167Y15XY26XWWW5WWW&sn=Random%20Squad&obs=
AJP2#1,scumandvillainy,binayrepirate,z95af4headhunter,33,2,0,0,clustermissiles,shieldupgrade,,,,,,,,,2,2,3,2,1,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z159X98WW165Y121XW98WWW249WY137XWY84XWWWWWWWY304X&sn=Random%20Squad&obs=
AJP2#1,scumandvillainy,inaldra,m3ainterceptor,30,0,0,0,,,,,,,,,,,3,3,1,2,2,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z159X98WW165Y121XW98WWW249WY137XWY84XWWWWWWWY304X&sn=Random%20Squad&obs=
AJP2#1,scumandvillainy,ig88d,aggressorassaultfighter,63,0,0,0,,,,,,,,,,,3,5,3,3,4,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z159X98WW165Y121XW98WWW249WY137XWY84XWWWWWWWY304X&sn=Random%20Squad&obs=
AJP2#1,scumandvillainy,miningguildsentry,modifiedtielnfighter,22,0,0,0,,,,,,,,,,,3,3,0,2,1,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z159X98WW165Y121XW98WWW249WY137XWY84XWWWWWWWY304X&sn=Random%20Squad&obs=
AJP2#2,separatistalliance,darkcourier,sithinfiltrator,68,3,0,0,autoblasters,gnkgonkdroid,scimitar,,,,,,,,1,6,4,3,2,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z336X232WW32WWWW216WY357XWY328X114WW249WY327XWWWW&sn=Random%20Squad&obs=
AJP2#2,separatistalliance,sunfac,nantexclassstarfighter,54,0,0,0,,,,,,,,,,,3,4,0,3,6,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z336X232WW32WWWW216WY357XWY328X114WW249WY327XWWWW&sn=Random%20Squad&obs=
AJP2#2,separatistalliance,separatistbomber,hyenaclassdroidbomber,28,0,0,0,,,,,,,,,,,2,5,0,2,3,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z336X232WW32WWWW216WY357XWY328X114WW249WY327XWWWW&sn=Random%20Squad&obs=
AKarlsson(Swe)#1,rebelalliance,partisanrenegade,ut60duwing,74,5,0,0,pivotwing,k2so,leiaorgana,shieldupgrade,advancedsensors,,,,,,2,5,4,3,1,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z58X119W57W44W236Y38XW111W314W46W165W140Y80XW136WWWW&sn=Random%20Squad&obs=
AKarlsson(Swe)#1,rebelalliance,ibtisam,arc170starfighter,59,1,0,0,protontorpedoes,,,,,,,,,,1,6,3,3,3,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z58X119W57W44W236Y38XW111W314W46W165W140Y80XW136WWWW&sn=Random%20Squad&obs=
AKarlsson(Swe)#2,scumandvillainy,ig88c,aggressorassaultfighter,74,5,0,0,autoblasters,feedbackarray,firecontrolsystem,crackshot,ig2000,,,,,,3,5,3,3,4,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z83X116W113W232WWW94WW151Y129XW135WWWW236Y122XWWWWY303X&sn=Random%20Squad&obs=
AKarlsson(Swe)#2,scumandvillainy,captainjostero,kihraxzfighter,42,0,0,0,,,,,,,,,,,2,5,1,3,3,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z83X116W113W232WWW94WW151Y129XW135WWWW236Y122XWWWWY303X&sn=Random%20Squad&obs=
AKarlsson(Swe)#2,scumandvillainy,overseeryushyn,modifiedtielnfighter,26,0,0,0,,,,,,,,,,,3,3,0,2,2,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z83X116W113W232WWW94WW151Y129XW135WWWW236Y122XWWWWY303X&sn=Random%20Squad&obs=
Akurzen#1,galacticempire,maarekstele,tieadvancedx1,53,3,0,0,clustermissiles,firecontrolsystem,marksmanship,,,,,,,,3,3,2,2,5,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z199X128WW88W164Y174X125W113W98WY224X132WY218XW249&sn=Random%20Squad&obs=
Akurzen#1,galacticempire,seynmarana,tielnfighter,33,1,0,0,swarmtactics,,,,,,,,,,3,3,0,2,4,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z199X128WW88W164Y174X125W113W98WY224X132WY218XW249&sn=Random%20Squad&obs=
Akurzen#1,galacticempire,idenversio,tielnfighter,44,1,0,0,targetingcomputer,,,,,,,,,,3,3,0,2,4,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z199X128WW88W164Y174X125W113W98WY224X132WY218XW249&sn=Random%20Squad&obs=
Akurzen#2,separatistalliance,darkcourier,sithinfiltrator,70,5,0,0,tractorbeam,freelanceslicer,drk1probedroids,stealthdevice,scimitar,,,,,,1,6,4,3,2,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z336X13WW30WW221W166W216WY358XWY311XWWY335XWWW37W54WWWW&sn=Random%20Squad&obs=
Akurzen#2,separatistalliance,berwerkret,nantexclassstarfighter,40,0,0,0,,,,,,,,,,,3,4,0,3,5,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z336X13WW30WW221W166W216WY358XWY311XWWY335XWWW37W54WWWW&sn=Random%20Squad&obs=
Akurzen#2,separatistalliance,dfs081,vultureclassdroidfighter,26,0,0,0,,,,,,,,,,,2,3,0,2,3,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z336X13WW30WW221W166W216WY358XWY311XWWY335XWWW37W54WWWW&sn=Random%20Squad&obs=
Alaedar#1,resistance,greensquadronexpert,rz2awing,34,0,0,0,,,,,,,,,,,3,2,2,2,3,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z300XWWWY380X99WWWW106WY250X240WW32WWWWWY298XWWW175WWW&sn=Random%20Squad&obs=
Alaedar#1,resistance,finchdallow,mg100starfortress,73,2,0,0,gnkgonkdroid,passivesensors,,,,,,,,,1,9,3,3,4,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z300XWWWY380X99WWWW106WY250X240WW32WWWWWY298XWWW175WWW&sn=Random%20Squad&obs=
Alaedar#1,resistance,niennunb,t70xwing,55,1,0,0,integratedsfoils,,,,,,,,,,2,4,3,3,5,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z300XWWWY380X99WWWW106WY250X240WW32WWWWWY298XWWW175WWW&sn=Random%20Squad&obs=
Alaedar#2,scumandvillainy,solsixxa,scurrgh6bomber,80,8,0,0,r3astromech,protonbombs,bt1,shieldupgrade,advancedsensors,elusive,havoc,ioncannonturret,,,1,6,5,3,3,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z145X119W138WW79W69WW165W149W111W4Y157X127W99W91W247Y95XWWY110X121WWWWW155W&sn=Random%20Squad&obs=
Alaedar#2,scumandvillainy,kaatoleeachos,z95af4headhunter,42,4,0,0,cloakingdevice,concussionmissiles,angleddeflectors,predator,,,,,,,2,2,1,2,3,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z145X119W138WW79W69WW165W149W111W4Y157X127W99W91W247Y95XWWY110X121WWWWW155W&sn=Random%20Squad&obs=
Alaedar#2,scumandvillainy,l337-escapecraft,escapecraft,26,0,0,0,,,,,,,,,,,2,2,2,2,2,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z145X119W138WW79W69WW165W149W111W4Y157X127W99W91W247Y95XWWY110X121WWWWW155W&sn=Random%20Squad&obs=
Alaedar#2,scumandvillainy,zuckuss,g1astarfighter,49,2,0,0,fearless,misthunter,,,,,,,,,1,5,4,3,3,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z145X119W138WW79W69WW165W149W111W4Y157X127W99W91W247Y95XWWY110X121WWWWW155W&sn=Random%20Squad&obs=
AlejandroSparano#1,rebelalliance,esegetuketu,btls8kwing,88,4,0,0,kananjarrus,electroprotonbomb,ezrabridger,iontorpedoes,,,,,,,1,6,3,2,3,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z80X115WW44W86WW110Y18X135WWW81W41W235WWY75XW114WWW135WW&sn=Random%20Squad&obs=
AlejandroSparano#1,rebelalliance,bladesquadronveteran,asf01bwing,54,2,0,0,trajectorysimulator,iontorpedoes,,,,,,,,,1,4,4,3,3,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z80X115WW44W86WW110Y18X135WWW81W41W235WWY75XW114WWW135WW&sn=Random%20Squad&obs=
AlejandroSparano#2,resistance,cobaltsquadronbomber,mg100starfortress,65,3,0,0,bombletgenerator,firecontrolsystem,ferrospherepaint,,,,,,,,1,9,3,3,1,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z389X124WWWW88WWWWY260X113W198WWWWW67WY250X240WWWWWWW&sn=Random%20Squad&obs=
AlejandroSparano#2,resistance,finchdallow,mg100starfortress,63,1,0,0,passivesensors,,,,,,,,,,1,9,3,3,4,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z389X124WWWW88WWWWY260X113W198WWWWW67WY250X240WWWWWWW&sn=Random%20Squad&obs=
Almost Brave#1,rebelalliance,roguesquadronescort,ewing,71,3,0,0,r5d8,swarmtactics,plasmatorpedoes,,,,,,,,3,3,3,3,4,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z23X132WW234W7WY25X132WW135W4WWWY50XW256WY16X&sn=Random%20Squad&obs=
Almost Brave#1,rebelalliance,norrawexley-btla4ywing,btla4ywing,54,3,0,0,r3astromech,swarmtactics,iontorpedoes,,,,,,,,1,6,2,2,5,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z23X132WW234W7WY25X132WW135W4WWWY50XW256WY16X&sn=Random%20Squad&obs=
Almost Brave#1,rebelalliance,jakefarrell,rz1awing,43,1,0,0,snapshot,,,,,,,,,,3,2,2,2,4,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z23X132WW234W7WY25X132WW135W4WWWY50XW256WY16X&sn=Random%20Squad&obs=
Almost Brave#1,rebelalliance,captainrex,tielnfighter,30,0,0,0,,,,,,,,,,,3,3,0,2,2,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z23X132WW234W7WY25X132WW135W4WWWY50XW256WY16X&sn=Random%20Squad&obs=
Almost Brave#2,scumandvillainy,quinnjast,m3ainterceptor,31,0,0,0,,,,,,,,,,,3,3,1,2,3,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z95X116W20W108Y85XWWW76WWWW164Y135XWWY93XWW249Y86XWWWWWWW&sn=Random%20Squad&obs=
Almost Brave#2,scumandvillainy,landocalrissian-escapecraft,escapecraft,32,1,0,0,targetingcomputer,,,,,,,,,,2,2,2,2,4,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z95X116W20W108Y85XWWW76WWWW164Y135XWWY93XWW249Y86XWWWWWWW&sn=Random%20Squad&obs=
Almost Brave#2,scumandvillainy,drearenthal,btla4ywing,49,0,0,0,,,,,,,,,,,1,6,2,2,4,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z95X116W20W108Y85XWWW76WWWW164Y135XWWY93XWW249Y86XWWWWWWW&sn=Random%20Squad&obs=
