name,rank,faction,id,ship,points,upgradecount,uselesscount,uselesscost,upgrade00,upgrade01,upgrade02,upgrade03,upgrade04,upgrade05,upgrade06,upgrade07,upgrade08,upgrade09,agility,hull,shields,attack,initiative,useless00,useless01,useless02,useless03
Fun Wok,256,resistance,chewbacca-scavengedyt1300,scavengedyt1300,69,1,0,0,magpulsewarheads,,,,,,,,,,1,8,3,3,4,,,,
Fun Wok,256,resistance,rosetico,resistancetransportpod,31,1,0,0,patternanalyzer,,,,,,,,,,2,3,1,2,3,,,,
Fun Wok,256,resistance,bluesquadronrecruit,rz2awing,36,1,0,0,ionmissiles,,,,,,,,,,3,2,2,2,1,,,,
Zach Mertens ,256,galacticrepublic,saeseetiin,delta7aethersprite,46,1,0,0,calibratedlasertargeting,,,,,,,,,,3,3,1,2,4,,,,
Zach Mertens ,256,galacticrepublic,bravoflightofficer,nabooroyaln1starfighter,44,2,0,0,r2c4,iontorpedoes,,,,,,,,,2,3,2,2,2,,,,
Zach Mertens ,256,galacticrepublic,anakinskywalker-nabooroyaln1starfighter,nabooroyaln1starfighter,55,2,0,0,composure,protontorpedoes,,,,,,,,,2,3,2,2,4,,,,
Zach Mertens ,256,galacticrepublic,squadsevenveteran,arc170starfighter,53,2,0,0,trickshot,r4p44,,,,,,,,,1,6,3,3,3,,,,
Gregory Paul,256,galacticempire,vedfoslo,tieadvancedx1,48,2,0,0,predator,electronicbaffle,,,,,,,,,3,3,2,2,4,,,,
Gregory Paul,256,galacticempire,zertikstrom,tieadvancedx1,41,0,0,0,,,,,,,,,,,3,3,2,2,3,,,,
Gregory Paul,256,galacticempire,darthvader,tieadvancedx1,80,2,0,0,collisiondetector,protonrockets,,,,,,,,,3,3,2,2,6,,,,
Gregory Paul,256,galacticempire,baronoftheempire,tieadvancedv1,30,0,0,0,,,,,,,,,,,3,2,2,2,3,,,,
Totem,256,separatistalliance,darthmaul,sithinfiltrator,72,3,0,0,predictiveshot,jammingbeam,staticdischargevanes,,,,,,,,1,6,4,3,5,,,,
Totem,256,separatistalliance,countdooku,sithinfiltrator,76,2,0,0,plasmatorpedoes,scimitar,,,,,,,,,1,6,4,3,3,,,,
Totem,256,separatistalliance,darkcourier,sithinfiltrator,51,0,0,0,,,,,,,,,,,1,6,4,3,2,,,,
throwdownhorton,256,galacticempire,deltasquadronpilot,tieddefender,67,0,0,0,,,,,,,,,,,3,3,4,3,1,,,,
throwdownhorton,256,galacticempire,planetarysentinel,tieskstriker,31,0,0,0,,,,,,,,,,,2,4,0,3,1,,,,
throwdownhorton,256,galacticempire,zertikstrom,tieadvancedx1,41,0,0,0,,,,,,,,,,,3,3,2,2,3,,,,
throwdownhorton,256,galacticempire,deathrain,tiecapunisher,58,2,0,0,plasmatorpedoes,protonbombs,,,,,,,,,1,6,3,2,4,,,,
Alan Beard,256,galacticrepublic,padmeamidala,nabooroyaln1starfighter,59,3,0,0,elusive,firecontrolsystem,plasmatorpedoes,,,,,,,,2,3,2,2,4,,,,
Alan Beard,256,galacticrepublic,bravoflightofficer,nabooroyaln1starfighter,42,1,0,0,plasmatorpedoes,,,,,,,,,,2,3,2,2,2,,,,
Alan Beard,256,galacticrepublic,naboohandmaiden,nabooroyaln1starfighter,55,2,0,0,r4pastromech,plasmatorpedoes,,,,,,,,,2,3,2,2,1,,,,
Alan Beard,256,galacticrepublic,ricolie,nabooroyaln1starfighter,42,0,0,0,,,,,,,,,,,2,3,2,2,5,,,,
Ian Campbell,256,separatistalliance,skakoanace,belbullab22starfighter,60,3,0,0,outmaneuver,kraken,soullessone,,,,,,,,2,5,2,3,3,,,,
Ian Campbell,256,separatistalliance,separatistdrone,vultureclassdroidfighter,25,1,0,0,discordmissiles,,,,,,,,,,2,3,0,2,3,,,,
Ian Campbell,256,separatistalliance,066,sithinfiltrator,78,4,0,0,heavylasercannon,protontorpedoes,seasonednavigator,scimitar,,,,,,,1,6,4,3,3,,,,
Ian Campbell,256,separatistalliance,dbs404,hyenaclassdroidbomber,36,1,0,0,proximitymines,,,,,,,,,,2,5,0,2,4,,,,
Nick Aretakis,256,separatistalliance,dbs404,hyenaclassdroidbomber,42,2,0,0,advprotontorpedoes,staticdischargevanes,,,,,,,,,2,5,0,2,4,,,,
Nick Aretakis,256,separatistalliance,dfs081,vultureclassdroidfighter,28,2,1,1,grapplingstruts,delayedfuses,,,,,,,,,2,3,0,2,3,delayedfuses,,,
Nick Aretakis,256,separatistalliance,countdooku,sithinfiltrator,83,3,0,0,advprotontorpedoes,scimitar,kraken,,,,,,,,1,6,4,3,3,,,,
Nick Aretakis,256,separatistalliance,captainsear,belbullab22starfighter,45,0,0,0,,,,,,,,,,,2,3,2,3,2,,,,
Justin Timmons,256,galacticempire,alphasquadronpilot,tieininterceptor,33,1,0,0,electronicbaffle,,,,,,,,,,3,3,0,3,1,,,,
Justin Timmons,256,galacticempire,rhosquadronpilot,alphaclassstarwing,56,5,0,0,trickshot,plasmatorpedoes,concussionmissiles,electronicbaffle,os1arsenalloadout,,,,,,2,4,3,2,3,,,,
Justin Timmons,256,galacticempire,redline,tiecapunisher,60,2,0,0,firecontrolsystem,concussionmissiles,,,,,,,,,1,6,3,2,5,,,,
Justin Timmons,256,galacticempire,zertikstrom,tieadvancedx1,46,2,0,0,passivesensors,electronicbaffle,,,,,,,,,3,3,2,2,3,,,,
Jay Davis,256,galacticrepublic,redsquadronbomber,btlbywing,40,2,0,0,ioncannonturret,protonbombs,,,,,,,,,1,5,3,2,2,,,,
Jay Davis,256,galacticrepublic,swoop,v19torrentstarfighter,31,0,0,0,,,,,,,,,,,2,5,0,2,3,,,,
Jay Davis,256,galacticrepublic,anakinskywalker-nabooroyaln1starfighter,nabooroyaln1starfighter,47,1,0,0,advprotontorpedoes,,,,,,,,,,2,3,2,2,4,,,,
Jay Davis,256,galacticrepublic,jediknight,delta7aethersprite,37,0,0,0,,,,,,,,,,,3,3,1,2,3,,,,
Jay Davis,256,galacticrepublic,luminaraunduli,delta7aethersprite,43,0,0,0,,,,,,,,,,,3,3,1,2,4,,,,
Liam Lee,256,rebelalliance,captainrex,tielnfighter,30,0,0,0,,,,,,,,,,,3,3,0,2,2,,,,
Liam Lee,256,rebelalliance,ginamoonsong,asf01bwing,57,2,0,0,heavylasercannon,stabilizedsfoils,,,,,,,,,1,4,4,3,5,,,,
Liam Lee,256,rebelalliance,zeborrelios-tielnfighter,tielnfighter,26,1,0,0,electronicbaffle,,,,,,,,,,3,3,0,2,2,,,,
Liam Lee,256,rebelalliance,biggsdarklighter,t65xwing,48,1,0,0,servomotorsfoils,,,,,,,,,,2,4,2,3,3,,,,
Liam Lee,256,rebelalliance,arvelcrynyd,rz1awing,37,1,0,0,intimidation,,,,,,,,,,3,2,2,2,3,,,,
Jeff Wilder,256,firstorder,lieutenantrivas,tiefofighter,28,1,1,1,delayedfuses,,,,,,,,,,3,3,1,2,1,delayedfuses,,,
Jeff Wilder,256,firstorder,zetasquadronpilot,tiefofighter,32,1,0,0,targetingsynchronizer,,,,,,,,,,3,3,1,2,2,,,,
Jeff Wilder,256,firstorder,majorstridan,upsilonclassshuttle,75,3,1,3,biohexacryptcodes,advancedsensors,targetingcomputer,,,,,,,,1,6,6,4,4,targetingcomputer,,,
Jeff Wilder,256,firstorder,avenger,tievnsilencer,62,1,0,0,magpulsewarheads,,,,,,,,,,3,4,2,3,3,,,,
Jari-Matti Hannula,256,separatistalliance,feethanottrawautopilot,belbullab22starfighter,44,1,0,0,ta175,,,,,,,,,,2,3,2,3,1,,,,
Jari-Matti Hannula,256,separatistalliance,tradefederationdrone,vultureclassdroidfighter,23,1,0,0,discordmissiles,,,,,,,,,,2,3,0,2,1,,,,
Jari-Matti Hannula,256,separatistalliance,generalgrievous,belbullab22starfighter,56,2,0,0,stealthdevice,soullessone,,,,,,,,,2,5,2,3,4,,,,
Jari-Matti Hannula,256,separatistalliance,bombardmentdrone,hyenaclassdroidbomber,45,3,0,0,passivesensors,electroprotonbomb,landingstruts,,,,,,,,2,5,0,2,3,,,,
Jari-Matti Hannula,256,separatistalliance,dfs081,vultureclassdroidfighter,27,1,0,0,grapplingstruts,,,,,,,,,,2,3,0,2,3,,,,
Ryan Kriesch ,256,galacticempire,maarekstele,tieadvancedx1,46,1,0,0,composure,,,,,,,,,,3,3,2,2,5,,,,
Ryan Kriesch ,256,galacticempire,deltasquadronpilot,tieddefender,70,1,0,0,passivesensors,,,,,,,,,,3,3,4,3,1,,,,
Ryan Kriesch ,256,galacticempire,scarifbasepilot,tiereaper,53,3,1,1,seventhsister,directorkrennic,munitionsfailsafe,,,,,,,,1,6,2,3,1,munitionsfailsafe,,,
Ryan Kriesch ,256,galacticempire,scourgeskutu,tielnfighter,31,0,0,0,,,,,,,,,,,3,3,0,2,5,,,,
Jonathan McKinstray,256,galacticempire,maulermithel,tielnfighter,31,0,0,0,,,,,,,,,,,3,3,0,2,5,,,,
Jonathan McKinstray,256,galacticempire,captainoicunn,vt49decimator,85,3,0,0,directorkrennic,isbslicer,dauntless,,,,,,,,0,12,4,3,3,,,,
Jonathan McKinstray,256,galacticempire,inquisitor,tieadvancedv1,35,0,0,0,,,,,,,,,,,3,2,2,2,3,,,,
Jonathan McKinstray,256,galacticempire,lieutenantsai,lambdaclasst4ashuttle,47,0,0,0,,,,,,,,,,,1,6,4,3,3,,,,
Marco Tocchi,256,scumandvillainy,miningguildsurveyor,modifiedtielnfighter,31,1,0,0,shieldupgrade,,,,,,,,,,3,3,1,2,2,,,,
Marco Tocchi,256,scumandvillainy,g4rgorvm,m3ainterceptor,30,1,0,0,electronicbaffle,,,,,,,,,,3,3,1,2,0,,,,
Marco Tocchi,256,scumandvillainy,shadowporthunter,lancerclasspursuitcraft,58,1,0,0,contrabandcybernetics,,,,,,,,,,2,8,2,3,2,,,,
Marco Tocchi,256,scumandvillainy,kavil,btla4ywing,54,3,1,2,ioncannonturret,skilledbombardier,cloakingdevice,,,,,,,,1,6,2,2,5,skilledbombardier,,,
Marco Tocchi,256,scumandvillainy,binayrepirate,z95af4headhunter,27,1,0,0,clustermissiles,,,,,,,,,,2,2,2,2,1,,,,
Calen Wong ,256,rebelalliance,kylekatarn,hwk290lightfreighter,48,2,0,0,perceptivecopilot,shieldupgrade,,,,,,,,,2,3,3,2,3,,,,
Calen Wong ,256,rebelalliance,esegetuketu,btls8kwing,63,2,0,0,protontorpedoes,diamondboronmissiles,,,,,,,,,1,6,3,2,3,,,,
Calen Wong ,256,rebelalliance,greensquadronpilot,rz1awing,32,0,0,0,,,,,,,,,,,3,2,2,2,3,,,,
Calen Wong ,256,rebelalliance,ibtisam,arc170starfighter,55,3,1,2,composure,iontorpedoes,skilledbombardier,,,,,,,,1,6,3,3,3,skilledbombardier,,,
Tony Costanti ,256,galacticrepublic,anakinskywalker,delta7aethersprite,67,1,0,0,calibratedlasertargeting,,,,,,,,,,3,3,1,2,6,,,,
Tony Costanti ,256,galacticrepublic,padmeamidala,nabooroyaln1starfighter,46,1,0,0,marksmanship,,,,,,,,,,2,3,2,2,4,,,,
Tony Costanti ,256,galacticrepublic,goldsquadrontrooper,v19torrentstarfighter,25,0,0,0,,,,,,,,,,,2,5,0,2,2,,,,
Tony Costanti ,256,galacticrepublic,matchstick,btlbywing,57,3,0,0,intimidation,ioncannonturret,proximitymines,,,,,,,,1,5,3,2,4,,,,
Marcel Manzano,256,scumandvillainy,dacebonearm,hwk290lightfreighter,45,3,0,0,lonewolf,hullupgrade,electronicbaffle,,,,,,,,2,4,2,2,4,,,,
Marcel Manzano,256,scumandvillainy,toranikulda,m12lkimogilafighter,48,0,0,0,,,,,,,,,,,1,7,2,3,4,,,,
Marcel Manzano,256,scumandvillainy,palobgodalhi,hwk290lightfreighter,46,2,1,1,hullupgrade,delayedfuses,,,,,,,,,2,4,2,2,3,delayedfuses,,,
Marcel Manzano,256,scumandvillainy,manaroo,jumpmaster5000,60,2,0,0,plasmatorpedoes,ioncannon,,,,,,,,,2,6,3,2,3,,,,
Dominick DiCarlo,256,galacticempire,vedfoslo,tieadvancedx1,50,1,0,0,magpulsewarheads,,,,,,,,,,3,3,2,2,4,,,,
Dominick DiCarlo,256,galacticempire,patrolleader,vt49decimator,84,2,0,0,fifthbrother,ionbombs,,,,,,,,,0,12,4,3,2,,,,
Dominick DiCarlo,256,galacticempire,lieutenantkestal,tieagaggressor,39,1,0,0,barragerockets,,,,,,,,,,2,4,1,2,4,,,,
Dominick DiCarlo,256,galacticempire,nightbeast,tielnfighter,25,0,0,0,,,,,,,,,,,3,3,0,2,2,,,,
Marc McIntyre,256,rebelalliance,zeborrelios-sheathipedeclassshuttle,sheathipedeclassshuttle,43,3,0,0,electronicbaffle,r2astromech,phantom,,,,,,,,2,4,1,2,2,,,,
Marc McIntyre,256,rebelalliance,leiaorgana,modifiedyt1300lightfreighter,92,3,0,0,brilliantevasion,landocalrissian,k2so,,,,,,,,1,8,5,3,5,,,,
Marc McIntyre,256,rebelalliance,roguesquadronescort,ewing,62,2,0,0,intimidation,advprotontorpedoes,,,,,,,,,3,3,3,3,4,,,,
Noah Routhier,256,firstorder,firstorderprovocateur,tiebainterceptor,59,2,0,0,deuteriumpowercells,clustermissiles,,,,,,,,,3,2,2,3,3,,,,
Noah Routhier,256,firstorder,holo,tiebainterceptor,59,2,0,0,swarmtactics,biohexacryptcodes,,,,,,,,,3,2,2,3,5,,,,
Noah Routhier,256,firstorder,blackout,tievnsilencer,78,2,0,0,outmaneuver,primedthrusters,,,,,,,,,3,4,2,3,5,,,,
Alex Boho,256,resistance,jessikapava,t70xwing,62,3,0,0,bb8,integratedsfoils,ferrospherepaint,,,,,,,,2,4,3,3,3,,,,
Alex Boho,256,resistance,jophseastriker,t70xwing,58,2,0,0,r2astromech,integratedsfoils,,,,,,,,,2,4,3,3,3,,,,
Alex Boho,256,resistance,rey,scavengedyt1300,80,1,0,0,finn,,,,,,,,,,1,8,3,3,5,,,,
Greg Farrell / Farreg,256,galacticrepublic,ricolie,nabooroyaln1starfighter,50,2,0,0,passivesensors,r4p17,,,,,,,,,2,3,2,2,5,,,,
Greg Farrell / Farreg,256,galacticrepublic,jediknight,delta7aethersprite,44,2,0,0,precognitivereflexes,angleddeflectors,,,,,,,,,3,3,0,2,3,,,,
Greg Farrell / Farreg,256,galacticrepublic,plokoon,delta7aethersprite,44,0,0,0,,,,,,,,,,,3,3,1,2,5,,,,
Greg Farrell / Farreg,256,galacticrepublic,jediknight,delta7aethersprite,62,2,0,0,supernaturalreflexes,delta7b,,,,,,,,,2,3,3,3,3,,,,
Dom Flannigan,256,firstorder,pettyofficerthanisson,upsilonclassshuttle,73,3,0,0,generalhux,ioncannon,firecontrolsystem,,,,,,,,1,6,6,4,1,,,,
Dom Flannigan,256,firstorder,starkillerbasepilot,upsilonclassshuttle,73,2,0,0,kyloren,stealthdevice,,,,,,,,,1,6,6,4,2,,,,
Dom Flannigan,256,firstorder,ember,tiebainterceptor,54,1,0,0,fanatical,,,,,,,,,,3,2,2,3,4,,,,
Robby Goodhue,256,scumandvillainy,captainjostero,kihraxzfighter,49,1,0,0,protonrockets,,,,,,,,,,2,5,1,3,3,,,,
Robby Goodhue,256,scumandvillainy,ig88d,aggressorassaultfighter,66,2,0,0,jammingbeam,seismiccharges,,,,,,,,,3,5,3,3,4,,,,
Robby Goodhue,256,scumandvillainy,crymorahgoon,btla4ywing,30,0,0,0,,,,,,,,,,,1,6,2,2,1,,,,
Robby Goodhue,256,scumandvillainy,talonbanecobra,kihraxzfighter,55,1,0,0,clustermissiles,,,,,,,,,,2,5,1,3,5,,,,
StevieB,256,rebelalliance,bluesquadronpilot,asf01bwing,47,1,0,0,ioncannon,,,,,,,,,,1,4,4,3,2,,,,
StevieB,256,rebelalliance,bladesquadronveteran,asf01bwing,42,0,0,0,,,,,,,,,,,1,4,4,3,3,,,,
StevieB,256,rebelalliance,zeborrelios-tielnfighter,tielnfighter,32,1,0,0,stealthdevice,,,,,,,,,,3,3,0,2,2,,,,
StevieB,256,rebelalliance,ap5,sheathipedeclassshuttle,32,0,0,0,,,,,,,,,,,2,4,1,2,1,,,,
StevieB,256,rebelalliance,roarkgarnet,hwk290lightfreighter,45,1,0,0,leiaorgana,,,,,,,,,,2,3,2,2,4,,,,
Andreas T (calitoolman),256,galacticrepublic,goji,btlbywing,38,1,0,0,advprotontorpedoes,,,,,,,,,,1,5,3,2,2,,,,
Andreas T (calitoolman),256,galacticrepublic,oddball-arc170starfighter,arc170starfighter,64,1,0,0,protontorpedoes,,,,,,,,,,1,6,3,3,5,,,,
Andreas T (calitoolman),256,galacticrepublic,anakinskywalker,delta7aethersprite,67,1,0,0,calibratedlasertargeting,,,,,,,,,,3,3,1,2,6,,,,
Andreas T (calitoolman),256,galacticrepublic,tucker,v19torrentstarfighter,29,0,0,0,,,,,,,,,,,2,5,0,2,2,,,,
Samuel Melhado,256,rebelalliance,mirandadoni,btls8kwing,62,4,0,0,barragerockets,jynerso,clustermines,tacticalscrambler,,,,,,,1,6,3,2,4,,,,
Samuel Melhado,256,rebelalliance,wildspacefringer,yt2400lightfreighter,83,3,1,2,skilledbombardier,tacticalscrambler,deadmansswitch,,,,,,,,2,6,4,4,1,skilledbombardier,,,
Samuel Melhado,256,rebelalliance,fennrau-sheathipedeclassshuttle,sheathipedeclassshuttle,53,2,1,3,r3astromech,phantom,,,,,,,,,2,4,1,2,6,r3astromech,,,
Lysander Lysandrou,256,resistance,elloasty,t70xwing,69,4,0,0,r2astromech,hullupgrade,integratedsfoils,blackone,,,,,,,2,5,3,3,5,,,,
Lysander Lysandrou,256,resistance,pammichnerrogoode,resistancetransport,46,2,0,0,advancedoptics,tacticalofficer,,,,,,,,,1,5,3,2,3,,,,
Lysander Lysandrou,256,resistance,blacksquadronace-t70xwing,t70xwing,59,4,0,0,r4astromech,integratedsfoils,advancedoptics,ioncannon,,,,,,,2,4,3,3,4,,,,
Lysander Lysandrou,256,resistance,rosetico,resistancetransportpod,26,0,0,0,,,,,,,,,,,2,3,1,2,3,,,,
Adam Nieting,256,firstorder,firstordertestpilot,tievnsilencer,64,2,0,0,marksmanship,protonrockets,,,,,,,,,3,4,2,3,4,,,,
Adam Nieting,256,firstorder,omegasquadronexpert,tiesffighter,46,2,0,0,outmaneuver,collisiondetector,,,,,,,,,2,3,3,2,3,,,,
Adam Nieting,256,firstorder,firstorderprovocateur,tiebainterceptor,45,0,0,0,,,,,,,,,,,3,2,2,3,3,,,,
Adam Nieting,256,firstorder,lieutenantlehuse,tiesffighter,44,1,0,0,patternanalyzer,,,,,,,,,,2,3,3,2,5,,,,
Dale Cromwell,256,firstorder,ember,tiebainterceptor,58,1,0,0,outmaneuver,,,,,,,,,,3,2,2,3,4,,,,
Dale Cromwell,256,firstorder,lieutenantlehuse,tiesffighter,56,4,0,0,hotshotgunner,passivesensors,intimidation,advancedoptics,,,,,,,2,3,3,2,5,,,,
Dale Cromwell,256,firstorder,lieutenanttavson,upsilonclassshuttle,83,3,0,0,captainphasma,hyperspacetrackingdata,advancedoptics,,,,,,,,1,6,6,4,3,,,,
Ross Wakefield,256,scumandvillainy,ahhav,modifiedtielnfighter,37,1,0,0,snapshot,,,,,,,,,,3,3,0,2,3,,,,
Ross Wakefield,256,scumandvillainy,graz,kihraxzfighter,54,3,0,0,clustermissiles,deadmansswitch,munitionsfailsafe,,,,,,,,2,5,1,3,4,,,,
Ross Wakefield,256,scumandvillainy,blacksunassassin,starviperclassattackplatform,52,3,1,1,composure,firecontrolsystem,delayedfuses,,,,,,,,3,4,1,3,3,delayedfuses,,,
Ross Wakefield,256,scumandvillainy,palobgodalhi,hwk290lightfreighter,54,2,1,6,outmaneuver,landocalrissian-crew,,,,,,,,,2,3,2,2,3,outmaneuver,,,
Jeff Wilson,256,galacticempire,lieutenantkestal,tieagaggressor,31,0,0,0,,,,,,,,,,,2,4,1,2,4,,,,
Jeff Wilson,256,galacticempire,countdown,tieskstriker,44,0,0,0,,,,,,,,,,,2,4,0,3,4,,,,
Jeff Wilson,256,galacticempire,duchess,tieskstriker,42,0,0,0,,,,,,,,,,,2,4,0,3,5,,,,
Jeff Wilson,256,galacticempire,rearadmiralchiraneau,vt49decimator,80,1,0,0,dauntless,,,,,,,,,,0,12,4,3,5,,,,
Luke Sunol,256,firstorder,ember,tiebainterceptor,73,4,0,0,fanatical,patternanalyzer,concussionmissiles,stealthdevice,,,,,,,3,2,2,3,4,,,,
Luke Sunol,256,firstorder,quickdraw,tiesffighter,55,4,1,1,crackshot,concussionmissiles,firecontrolsystem,delayedfuses,,,,,,,2,3,3,2,6,delayedfuses,,,
Luke Sunol,256,firstorder,holo,tiebainterceptor,72,3,0,0,fanatical,primedthrusters,hullupgrade,,,,,,,,3,3,2,3,5,,,,
Neil Photay 'Gremz',256,rebelalliance,janors,hwk290lightfreighter,69,2,0,0,r2d2-crew,moldycrow,,,,,,,,,2,3,2,2,5,,,,
Neil Photay 'Gremz',256,rebelalliance,alexsandrkallus,vcx100lightfreighter,87,3,0,0,dorsalturret,zeborrelios,ezrabridger,,,,,,,,0,10,4,4,4,,,,
Neil Photay 'Gremz',256,rebelalliance,edriotwotubes,t65xwing,43,1,0,0,servomotorsfoils,,,,,,,,,,2,4,2,3,2,,,,
Nick Worsley,256,resistance,greersonnel,rz2awing,44,2,0,0,trickshot,advancedoptics,,,,,,,,,3,2,2,2,4,,,,
Nick Worsley,256,resistance,resistancesympathizer,scavengedyt1300,60,0,0,0,,,,,,,,,,,1,8,3,3,2,,,,
Nick Worsley,256,resistance,rey,scavengedyt1300,70,0,0,0,,,,,,,,,,,1,8,3,3,5,,,,
Nick Worsley,256,resistance,rosetico,resistancetransportpod,26,0,0,0,,,,,,,,,,,2,3,1,2,3,,,,
Don Walker,256,galacticrepublic,anakinskywalker,delta7aethersprite,70,2,0,0,heightenedperception,calibratedlasertargeting,,,,,,,,,3,3,1,2,6,,,,
Don Walker,256,galacticrepublic,goji,btlbywing,53,3,0,0,dorsalturret,ahsokatano,ionbombs,,,,,,,,1,5,3,2,2,,,,
Don Walker,256,galacticrepublic,padmeamidala,nabooroyaln1starfighter,45,0,0,0,,,,,,,,,,,2,3,2,2,4,,,,
Don Walker,256,galacticrepublic,redsquadronbomber,btlbywing,30,0,0,0,,,,,,,,,,,1,5,3,2,2,,,,
BazAvJoes,256,galacticempire,onyxsquadronscout,tieagaggressor,35,1,0,0,protonrockets,,,,,,,,,,2,4,1,2,3,,,,
BazAvJoes,256,galacticempire,majorvynder,alphaclassstarwing,48,2,0,0,crackshot,iontorpedoes,,,,,,,,,2,4,3,2,4,,,,
BazAvJoes,256,galacticempire,onyxsquadronscout,tieagaggressor,33,2,0,0,composure,ionmissiles,,,,,,,,,2,4,1,2,3,,,,
BazAvJoes,256,galacticempire,rhosquadronpilot,alphaclassstarwing,45,2,0,0,passivesensors,protonrockets,,,,,,,,,2,4,3,2,3,,,,
BazAvJoes,256,galacticempire,deathfire,tiesabomber,38,1,0,0,proximitymines,,,,,,,,,,2,6,0,2,2,,,,
David Burger ,256,rebelalliance,garvendreis-t65xwing,t65xwing,47,1,0,0,servomotorsfoils,,,,,,,,,,2,4,2,3,4,,,,
David Burger ,256,rebelalliance,lieutenantblount,z95af4headhunter,33,1,0,0,swarmtactics,,,,,,,,,,2,2,2,2,4,,,,
David Burger ,256,rebelalliance,norrawexley-btla4ywing,btla4ywing,47,1,0,0,r2d2,,,,,,,,,,1,6,2,2,5,,,,
David Burger ,256,rebelalliance,chopper,vcx100lightfreighter,70,1,0,0,firecontrolsystem,,,,,,,,,,0,10,4,4,2,,,,
Jared M. Paul,256,galacticempire,vedfoslo,tieadvancedx1,58,3,0,0,outmaneuver,firecontrolsystem,magpulsewarheads,,,,,,,,3,3,2,2,4,,,,
Jared M. Paul,256,galacticempire,rexlerbrath,tieddefender,81,1,0,0,jammingbeam,,,,,,,,,,3,3,4,3,5,,,,
Jared M. Paul,256,galacticempire,lieutenantkestal,tieagaggressor,34,1,0,0,dorsalturret,,,,,,,,,,2,4,1,2,4,,,,
Jared M. Paul,256,galacticempire,scimitarsquadronpilot,tiesabomber,27,0,0,0,,,,,,,,,,,2,6,0,2,2,,,,
Christian Bonet,256,rebelalliance,fennrau-sheathipedeclassshuttle,sheathipedeclassshuttle,64,4,0,0,snapshot,hullupgrade,r4astromech,phantom,,,,,,,2,5,1,2,6,,,,
Christian Bonet,256,rebelalliance,hansolo-modifiedyt1300lightfreighter,modifiedyt1300lightfreighter,90,1,0,0,r2d2-crew,,,,,,,,,,1,8,5,3,6,,,,
Christian Bonet,256,rebelalliance,bladesquadronveteran,asf01bwing,45,1,0,0,autoblasters,,,,,,,,,,1,4,4,3,3,,,,
Joseph Hegeman,256,firstorder,quickdraw,tiesffighter,71,4,0,0,juke,deuteriumpowercells,ionmissiles,collisiondetector,,,,,,,2,3,3,2,6,,,,
Joseph Hegeman,256,firstorder,firstorderprovocateur,tiebainterceptor,62,3,0,0,intimidation,concussionmissiles,shieldupgrade,,,,,,,,3,2,3,3,3,,,,
Joseph Hegeman,256,firstorder,holo,tiebainterceptor,67,2,0,0,lonewolf,shieldupgrade,,,,,,,,,3,2,3,3,5,,,,
Brad Smith / Corrvan,256,galacticrepublic,luminaraunduli,delta7aethersprite,66,2,0,0,sense,delta7b,,,,,,,,,2,3,3,3,4,,,,
Brad Smith / Corrvan,256,galacticrepublic,broadside,btlbywing,51,3,0,0,experthandling,ioncannonturret,clustermines,,,,,,,,1,5,3,2,3,,,,
Brad Smith / Corrvan,256,galacticrepublic,kickback,v19torrentstarfighter,33,0,0,0,,,,,,,,,,,2,5,0,2,4,,,,
Brad Smith / Corrvan,256,galacticrepublic,wolffe,arc170starfighter,50,0,0,0,,,,,,,,,,,1,6,3,3,4,,,,
Jan Ullerup,256,scumandvillainy,autopilotdrone,escapecraft,12,0,0,0,,,,,,,,,,,2,2,2,2,1,,,,
Jan Ullerup,256,scumandvillainy,landocalrissian-escapecraft,escapecraft,33,2,0,0,marksmanship,freelanceslicer,,,,,,,,,2,2,2,2,4,,,,
Jan Ullerup,256,scumandvillainy,lattsrazzi,yv666lightfreighter,66,4,0,0,chewbacca-crew,bt1,deadmansswitch,houndstooth,,,,,,,1,9,3,3,3,,,,
Jan Ullerup,256,scumandvillainy,unkarplutt,quadrijettransferspacetug,43,3,0,0,patternanalyzer,ionbombs,deadmansswitch,,,,,,,,2,5,0,2,2,,,,
Jan Ullerup,256,scumandvillainy,serissu,m3ainterceptor,44,1,0,0,tractorbeam,,,,,,,,,,3,3,1,2,5,,,,
Carlo Veltri,256,resistance,rey,scavengedyt1300,91,5,0,0,freelanceslicer,korrsella,paigetico,hullupgrade,reysmillenniumfalcon,,,,,,1,9,3,3,5,,,,
Carlo Veltri,256,resistance,lulolampar,rz2awing,51,2,0,0,intimidation,lonewolf,,,,,,,,,3,2,2,2,5,,,,
Carlo Veltri,256,resistance,colossusstationmechanic,fireball,32,1,0,0,shieldupgrade,,,,,,,,,,2,6,1,2,2,,,,
Carlo Veltri,256,resistance,colossusstationmechanic,fireball,26,0,0,0,,,,,,,,,,,2,6,0,2,2,,,,
Matthew Kreiner,256,rebelalliance,arvelcrynyd,rz1awing,38,2,0,0,composure,elusive,,,,,,,,,3,2,2,2,3,,,,
Matthew Kreiner,256,rebelalliance,sabinewren-tielnfighter,tielnfighter,37,2,0,0,outmaneuver,electronicbaffle,,,,,,,,,3,3,0,2,3,,,,
Matthew Kreiner,256,rebelalliance,ap5,sheathipedeclassshuttle,36,2,0,0,herasyndulla,phantom,,,,,,,,,2,4,1,2,1,,,,
